total_examples,true_positives,true_negatives,false_positives,false_negatives,fp_files,fn_files,accuracy,precision,recall,f1_score,prompt_id,prompt_name,n_rows,average_weighted_score,json_parse_failure_count,json_parse_failure_rate
185,137,29,6,13,"['IMG_5632.PNG', 'IMG_5633.PNG', 'IMG_5634.PNG', 'IMG_5635.PNG', 'IMG_5644.PNG', 'IMG_5655.PNG']","['IMG_5482.PNG', 'IMG_5501.PNG', 'IMG_5504.PNG', 'IMG_5507.PNG', 'IMG_5519.PNG', 'IMG_5546.PNG', 'IMG_5577.PNG', 'IMG_5578.PNG', 'IMG_5594.PNG', 'IMG_5601.PNG', 'IMG_5620.PNG', 'IMG_5626.PNG', 'IMG_5628.PNG']",0.8972972972972973,0.958041958041958,0.9133333333333333,0.9351535836177475,2,Prompt 2 — Conservative Binary Extractor,185,0.37481405405405405,0,0.0
