model_tier,model_id,source_folder,threshold,rows,accuracy,macro_f1,spam_precision,spam_recall,safe_precision,safe_recall,false_positive_rate,false_negative_rate,true_safe,true_spam,false_positives,false_negatives,pred_safe,pred_spam,parse_ok_rate,min_macro_f1_bar,min_spam_recall_bar,max_false_positive_rate_bar,clears_zero_shot_bar
E2B,google/gemma-4-E2B-it,personal_image_ham,0.42,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.43,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.44,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.45,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.46,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.47,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.48,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.49,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.50,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.51,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.52,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.53,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.54,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.55,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.56,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.57,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.58,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.59,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.60,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.61,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.62,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.63,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.64,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.65,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.66,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.67,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.68,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.69,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.70,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.71,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.72,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.73,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.74,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.75,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.76,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.77,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.78,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.79,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.80,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.81,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.82,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.83,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.84,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.85,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.86,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.87,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.88,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.89,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.90,200,0.45,0.310344827586,0,0,1,0.45,0.55,0,200,0,110,0,90,110,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.91,200,0.88,0.468085106383,0,0,1,0.88,0.12,0,200,0,24,0,176,24,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.92,200,0.88,0.468085106383,0,0,1,0.88,0.12,0,200,0,24,0,176,24,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.93,200,0.88,0.468085106383,0,0,1,0.88,0.12,0,200,0,24,0,176,24,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.94,200,0.88,0.468085106383,0,0,1,0.88,0.12,0,200,0,24,0,176,24,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.95,200,0.88,0.468085106383,0,0,1,0.88,0.12,0,200,0,24,0,176,24,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.96,200,1,0.5,0,0,1,1,0,0,200,0,0,0,200,0,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.97,200,1,0.5,0,0,1,1,0,0,200,0,0,0,200,0,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.98,200,1,0.5,0,0,1,1,0,0,200,0,0,0,200,0,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,0.99,200,1,0.5,0,0,1,1,0,0,200,0,0,0,200,0,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_ham,1.00,200,1,0.5,0,0,1,1,0,0,200,0,0,0,200,0,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.00,200,1,0.5,1,1,0,0,0,0,0,200,0,0,0,200,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.01,200,1,0.5,1,1,0,0,0,0,0,200,0,0,0,200,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.02,200,0.965,0.491094147583,1,0.965,0,0,0,0.035,0,200,0,7,7,193,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.03,200,0.965,0.491094147583,1,0.965,0,0,0,0.035,0,200,0,7,7,193,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.04,200,0.965,0.491094147583,1,0.965,0,0,0,0.035,0,200,0,7,7,193,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.05,200,0.965,0.491094147583,1,0.965,0,0,0,0.035,0,200,0,7,7,193,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.06,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.07,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.08,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.09,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.10,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.11,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.12,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.13,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.14,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.15,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.16,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.17,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.18,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.19,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.20,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.21,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.22,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.23,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.24,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.25,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.26,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.27,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.28,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.29,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.30,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.31,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.32,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.33,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.34,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.35,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.36,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.37,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.38,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.39,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.40,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.41,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.42,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.43,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.44,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.45,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.46,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.47,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.48,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.49,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.50,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.51,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.52,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.53,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.54,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.55,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.56,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.57,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.58,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.59,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.60,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.61,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.62,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.63,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.64,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.65,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.66,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.67,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.68,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.69,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.70,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.71,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.72,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.73,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.74,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.75,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.76,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.77,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.78,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.79,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.80,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.81,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.82,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.83,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.84,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.85,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.86,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.87,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.88,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.89,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.90,200,0.87,0.465240641711,1,0.87,0,0,0,0.13,0,200,0,26,26,174,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.91,200,0.32,0.242424242424,1,0.32,0,0,0,0.68,0,200,0,136,136,64,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.92,200,0.32,0.242424242424,1,0.32,0,0,0,0.68,0,200,0,136,136,64,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.93,200,0.32,0.242424242424,1,0.32,0,0,0,0.68,0,200,0,136,136,64,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.94,200,0.32,0.242424242424,1,0.32,0,0,0,0.68,0,200,0,136,136,64,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.95,200,0.32,0.242424242424,1,0.32,0,0,0,0.68,0,200,0,136,136,64,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.96,200,0.02,0.0196078431373,1,0.02,0,0,0,0.98,0,200,0,196,196,4,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.97,200,0.02,0.0196078431373,1,0.02,0,0,0,0.98,0,200,0,196,196,4,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.98,200,0.02,0.0196078431373,1,0.02,0,0,0,0.98,0,200,0,196,196,4,1,0.8,0.85,0.05,False
E2B,google/gemma-4-E2B-it,personal_image_spam,0.99,200,0.02,0.0196078431373,1,0.02,0,0,0,0.98,0,200,0,196,196,4,1,0.8,0.85,0.05,False
