model_tier,tau_low,tau_high,cost,policy_cost,policy_ok,false_negative,hard_false_positive,soft_false_positive,scam_missed_safe,scam_escalated_suspicious,scam_caught_scam,safe_passed_safe,safe_escalated_suspicious,safe_flagged_scam,scam_miss_rate,scam_capture_rate,hard_false_positive_rate,soft_false_positive_rate,suspicious_rate,decisive_rate,n
E4B,0.15,0.65,89.9,90.30000000000001,False,9,253,303,9,8,238,444,303,253,0.03529411764705882,0.9647058823529412,0.253,0.303,0.24780876494023904,0.7521912350597609,1255
E4B,0.1,0.9,90.30000000000001,184.375,False,7,176,481,7,19,229,343,481,176,0.027450980392156862,0.9725490196078431,0.176,0.481,0.398406374501992,0.601593625498008,1255
E4B,0.1,0.85,90.80000000000001,182.375,False,7,181,476,7,19,229,343,476,181,0.027450980392156862,0.9725490196078431,0.181,0.476,0.3944223107569721,0.6055776892430279,1255
E4B,0.2,0.55,92.39999999999999,92.64999999999999,False,9,288,258,9,5,241,454,258,288,0.03529411764705882,0.9647058823529412,0.288,0.258,0.2095617529880478,0.7904382470119522,1255
E4B,0.2,0.6,92.39999999999999,92.64999999999999,False,9,288,258,9,5,241,454,258,288,0.03529411764705882,0.9647058823529412,0.288,0.258,0.2095617529880478,0.7904382470119522,1255
E4B,0.1,0.75,92.9,170.125,False,7,202,455,7,12,236,343,455,202,0.027450980392156862,0.9725490196078431,0.202,0.455,0.37211155378486055,0.6278884462151394,1255
E4B,0.1,0.8,92.9,170.125,False,7,202,455,7,12,236,343,455,202,0.027450980392156862,0.9725490196078431,0.202,0.455,0.37211155378486055,0.6278884462151394,1255
E4B,0.15,0.55,93.39999999999999,93.64999999999999,False,9,288,268,9,5,241,444,268,288,0.03529411764705882,0.9647058823529412,0.288,0.268,0.21752988047808766,0.7824701195219124,1255
E4B,0.15,0.6,93.39999999999999,93.64999999999999,False,9,288,268,9,5,241,444,268,288,0.03529411764705882,0.9647058823529412,0.288,0.268,0.21752988047808766,0.7824701195219124,1255
E4B,0.2,0.5,94.50000000000001,94.70000000000002,False,9,309,237,9,4,242,454,237,309,0.03529411764705882,0.9647058823529412,0.309,0.237,0.19203187250996015,0.8079681274900399,1255
E4B,0.15,0.5,95.50000000000001,95.70000000000002,False,9,309,247,9,4,242,444,247,309,0.03529411764705882,0.9647058823529412,0.309,0.247,0.2,0.8,1255
E4B,0.2,0.45,96.0,96.1,False,9,324,222,9,2,244,454,222,324,0.03529411764705882,0.9647058823529412,0.324,0.222,0.17848605577689244,0.8215139442231075,1255
E4B,0.05,0.95,96.6,339.42499999999995,False,2,103,740,2,54,199,157,740,103,0.00784313725490196,0.9921568627450981,0.103,0.74,0.6326693227091633,0.3673306772908366,1255
E4B,0.15,0.45,97.0,97.1,False,9,324,232,9,2,244,444,232,324,0.03529411764705882,0.9647058823529412,0.324,0.232,0.18645418326693228,0.8135458167330677,1255
E4B,0.1,0.7,97.80000000000001,149.425,False,7,251,406,7,10,238,343,406,251,0.027450980392156862,0.9725490196078431,0.251,0.406,0.3314741035856574,0.6685258964143427,1255
E4B,0.1,0.65,98.0,148.625,False,7,253,404,7,10,238,343,404,253,0.027450980392156862,0.9725490196078431,0.253,0.404,0.3298804780876494,0.6701195219123506,1255
E4B,0.2,0.4,99.4,99.5,False,9,358,188,9,2,244,454,188,358,0.03529411764705882,0.9647058823529412,0.358,0.188,0.15139442231075698,0.848605577689243,1255
E4B,0.2,0.35,99.80000000000001,99.9,False,9,362,184,9,2,244,454,184,362,0.03529411764705882,0.9647058823529412,0.362,0.184,0.14820717131474104,0.851792828685259,1255
E4B,0.15,0.4,100.4,100.5,False,9,358,198,9,2,244,444,198,358,0.03529411764705882,0.9647058823529412,0.358,0.198,0.1593625498007968,0.8406374501992032,1255
E4B,0.15,0.35,100.80000000000001,100.9,False,9,362,194,9,2,244,444,194,362,0.03529411764705882,0.9647058823529412,0.362,0.194,0.15617529880478087,0.8438247011952191,1255
E4B,0.1,0.55,101.5,132.97499999999997,False,7,288,369,7,7,241,343,369,288,0.027450980392156862,0.9725490196078431,0.288,0.369,0.299601593625498,0.700398406374502,1255
E4B,0.1,0.6,101.5,132.97499999999997,False,7,288,369,7,7,241,343,369,288,0.027450980392156862,0.9725490196078431,0.288,0.369,0.299601593625498,0.700398406374502,1255
E4B,0.2,0.3,102.80000000000001,102.9,False,9,392,154,9,2,244,454,154,392,0.03529411764705882,0.9647058823529412,0.392,0.154,0.12430278884462151,0.8756972111553785,1255
E4B,0.2,0.25,102.9,103.0,False,9,393,153,9,2,244,454,153,393,0.03529411764705882,0.9647058823529412,0.393,0.153,0.12350597609561753,0.8764940239043825,1255
E4B,0.1,0.5,103.60000000000002,124.02500000000002,False,7,309,348,7,6,242,343,348,309,0.027450980392156862,0.9725490196078431,0.309,0.348,0.28207171314741036,0.7179282868525897,1255
E4B,0.15,0.3,103.80000000000001,103.9,False,9,392,164,9,2,244,444,164,392,0.03529411764705882,0.9647058823529412,0.392,0.164,0.13227091633466134,0.8677290836653386,1255
E4B,0.05,0.9,103.9,293.72499999999997,False,2,176,667,2,24,229,157,667,176,0.00784313725490196,0.9921568627450981,0.176,0.667,0.550597609561753,0.44940239043824703,1255
E4B,0.15,0.25,103.9,104.0,False,9,393,163,9,2,244,444,163,393,0.03529411764705882,0.9647058823529412,0.393,0.163,0.13147410358565736,0.8685258964143426,1255
E4B,0.05,0.85,104.4,291.725,False,2,181,662,2,24,229,157,662,181,0.00784313725490196,0.9921568627450981,0.181,0.662,0.546613545816733,0.45338645418326695,1255
E4B,0.1,0.45,105.1,116.92499999999998,False,7,324,333,7,4,244,343,333,324,0.027450980392156862,0.9725490196078431,0.324,0.333,0.2685258964143426,0.7314741035856573,1255
E4B,0.05,0.75,106.50000000000001,279.475,False,2,202,641,2,17,236,157,641,202,0.00784313725490196,0.9921568627450981,0.202,0.641,0.5243027888446216,0.4756972111553785,1255
E4B,0.05,0.8,106.50000000000001,279.475,False,2,202,641,2,17,236,157,641,202,0.00784313725490196,0.9921568627450981,0.202,0.641,0.5243027888446216,0.4756972111553785,1255
E4B,0.1,0.4,108.50000000000001,108.70000000000002,False,7,358,299,7,4,244,343,299,358,0.027450980392156862,0.9725490196078431,0.358,0.299,0.24143426294820716,0.7585657370517929,1255
E4B,0.1,0.35,108.9,109.10000000000001,False,7,362,295,7,4,244,343,295,362,0.027450980392156862,0.9725490196078431,0.362,0.295,0.23824701195219122,0.7617529880478088,1255
E4B,0.05,0.7,111.4,258.775,False,2,251,592,2,15,238,157,592,251,0.00784313725490196,0.9921568627450981,0.251,0.592,0.48366533864541833,0.5163346613545817,1255
E4B,0.05,0.65,111.6,257.975,False,2,253,590,2,15,238,157,590,253,0.00784313725490196,0.9921568627450981,0.253,0.59,0.4820717131474104,0.5179282868525896,1255
E4B,0.1,0.3,111.9,112.10000000000001,False,7,392,265,7,4,244,343,265,392,0.027450980392156862,0.9725490196078431,0.392,0.265,0.21434262948207172,0.7856573705179283,1255
E4B,0.1,0.25,112.00000000000001,112.20000000000002,False,7,393,264,7,4,244,343,264,393,0.027450980392156862,0.9725490196078431,0.393,0.264,0.21354581673306772,0.7864541832669323,1255
E4B,0.05,0.55,115.1,242.325,False,2,288,555,2,12,241,157,555,288,0.00784313725490196,0.9921568627450981,0.288,0.555,0.45179282868525894,0.5482071713147411,1255
E4B,0.05,0.6,115.1,242.325,False,2,288,555,2,12,241,157,555,288,0.00784313725490196,0.9921568627450981,0.288,0.555,0.45179282868525894,0.5482071713147411,1255
E4B,0.05,0.5,117.20000000000002,233.375,False,2,309,534,2,11,242,157,534,309,0.00784313725490196,0.9921568627450981,0.309,0.534,0.4342629482071713,0.5657370517928287,1255
E4B,0.05,0.45,118.7,226.27500000000003,False,2,324,519,2,9,244,157,519,324,0.00784313725490196,0.9921568627450981,0.324,0.519,0.4207171314741036,0.5792828685258964,1255
E4B,0.15,0.2,119.2,119.2,False,9,546,10,9,0,246,444,10,546,0.03529411764705882,0.9647058823529412,0.546,0.01,0.00796812749003984,0.9920318725099602,1255
E4B,0.05,0.4,122.10000000000001,212.675,False,2,358,485,2,9,244,157,485,358,0.00784313725490196,0.9921568627450981,0.358,0.485,0.39362549800796814,0.6063745019920319,1255
E4B,0.05,0.35,122.5,211.075,False,2,362,481,2,9,244,157,481,362,0.00784313725490196,0.9921568627450981,0.362,0.481,0.3904382470119522,0.6095617529880478,1255
E4B,0.05,0.3,125.5,199.075,False,2,392,451,2,9,244,157,451,392,0.00784313725490196,0.9921568627450981,0.392,0.451,0.3665338645418327,0.6334661354581673,1255
E4B,0.05,0.25,125.60000000000001,198.675,False,2,393,450,2,9,244,157,450,393,0.00784313725490196,0.9921568627450981,0.393,0.45,0.36573705179282867,0.6342629482071713,1255
E4B,0.1,0.2,127.30000000000001,127.4,False,7,546,111,7,2,246,343,111,546,0.027450980392156862,0.9725490196078431,0.546,0.111,0.0900398406374502,0.9099601593625498,1255
E4B,0.1,0.15,128.3,128.4,False,7,556,101,7,2,246,343,101,556,0.027450980392156862,0.9725490196078431,0.556,0.101,0.08207171314741035,0.9179282868525896,1255
E4B,0.05,0.2,140.9,141.25,False,2,546,297,2,7,246,157,297,546,0.00784313725490196,0.9921568627450981,0.546,0.297,0.24223107569721117,0.7577689243027889,1255
E4B,0.05,0.15,141.9,142.25,False,2,556,287,2,7,246,157,287,556,0.00784313725490196,0.9921568627450981,0.556,0.287,0.2342629482071713,0.7657370517928287,1255
E4B,0.05,0.1,152.0,152.25,False,2,657,186,2,5,248,157,186,657,0.00784313725490196,0.9921568627450981,0.657,0.186,0.15219123505976095,0.847808764940239,1255
E2B,0.45,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.5,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.55,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.6,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.65,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.7,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.75,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.8,0.95,240.8,241.5,False,240,0,8,240,14,1,992,8,0,0.9411764705882353,0.058823529411764705,0.0,0.008,0.01752988047808765,0.9824701195219123,1255
E2B,0.45,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.5,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.55,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.6,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.65,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.7,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.75,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.8,0.85,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.45,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.5,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.55,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.6,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.65,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.7,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.75,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.8,0.9,241.1,241.15,False,240,3,5,240,1,14,992,5,3,0.9411764705882353,0.058823529411764705,0.003,0.005,0.004780876494023904,0.9952191235059761,1255
E2B,0.35,0.95,241.2,241.89999999999998,False,240,0,12,240,14,1,988,12,0,0.9411764705882353,0.058823529411764705,0.0,0.012,0.020717131474103586,0.9792828685258964,1255
E2B,0.4,0.95,241.2,241.89999999999998,False,240,0,12,240,14,1,988,12,0,0.9411764705882353,0.058823529411764705,0.0,0.012,0.020717131474103586,0.9792828685258964,1255
E2B,0.25,0.95,241.3,242.0,False,240,0,13,240,14,1,987,13,0,0.9411764705882353,0.058823529411764705,0.0,0.013,0.02151394422310757,0.9784860557768924,1255
E2B,0.3,0.95,241.3,242.0,False,240,0,13,240,14,1,987,13,0,0.9411764705882353,0.058823529411764705,0.0,0.013,0.02151394422310757,0.9784860557768924,1255
E2B,0.85,0.95,241.3,241.95000000000002,False,241,0,3,241,13,1,997,3,0,0.9450980392156862,0.054901960784313725,0.0,0.003,0.012749003984063745,0.9872509960159362,1255
E2B,0.9,0.95,241.3,241.95000000000002,False,241,0,3,241,13,1,997,3,0,0.9450980392156862,0.054901960784313725,0.0,0.003,0.012749003984063745,0.9872509960159362,1255
E2B,0.35,0.85,241.5,241.55,False,240,3,9,240,1,14,988,9,3,0.9411764705882353,0.058823529411764705,0.003,0.009,0.00796812749003984,0.9920318725099602,1255
E2B,0.4,0.85,241.5,241.55,False,240,3,9,240,1,14,988,9,3,0.9411764705882353,0.058823529411764705,0.003,0.009,0.00796812749003984,0.9920318725099602,1255
E2B,0.35,0.9,241.5,241.55,False,240,3,9,240,1,14,988,9,3,0.9411764705882353,0.058823529411764705,0.003,0.009,0.00796812749003984,0.9920318725099602,1255
E2B,0.4,0.9,241.5,241.55,False,240,3,9,240,1,14,988,9,3,0.9411764705882353,0.058823529411764705,0.003,0.009,0.00796812749003984,0.9920318725099602,1255
E2B,0.25,0.85,241.6,241.65,False,240,3,10,240,1,14,987,10,3,0.9411764705882353,0.058823529411764705,0.003,0.01,0.008764940239043825,0.9912350597609562,1255
E2B,0.3,0.85,241.6,241.65,False,240,3,10,240,1,14,987,10,3,0.9411764705882353,0.058823529411764705,0.003,0.01,0.008764940239043825,0.9912350597609562,1255
E2B,0.25,0.9,241.6,241.65,False,240,3,10,240,1,14,987,10,3,0.9411764705882353,0.058823529411764705,0.003,0.01,0.008764940239043825,0.9912350597609562,1255
E2B,0.3,0.9,241.6,241.65,False,240,3,10,240,1,14,987,10,3,0.9411764705882353,0.058823529411764705,0.003,0.01,0.008764940239043825,0.9912350597609562,1255
E2B,0.45,0.5,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.45,0.55,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.5,0.55,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.45,0.6,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.5,0.6,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.55,0.6,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.45,0.65,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.5,0.65,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.55,0.65,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.6,0.65,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.45,0.7,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.5,0.7,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.55,0.7,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.6,0.7,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.65,0.7,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.45,0.75,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.5,0.75,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.55,0.75,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.6,0.75,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.65,0.75,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.7,0.75,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.45,0.8,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.5,0.8,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.55,0.8,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.6,0.8,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.65,0.8,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.7,0.8,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.75,0.8,241.6,241.6,False,240,8,0,240,0,15,992,0,8,0.9411764705882353,0.058823529411764705,0.008,0.0,0.0,1.0,1255
E2B,0.85,0.9,241.6,241.6,False,241,3,0,241,0,14,997,0,3,0.9450980392156862,0.054901960784313725,0.003,0.0,0.0,1.0,1255
E2B,0.35,0.45,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.45,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.35,0.5,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.5,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.35,0.55,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.55,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.35,0.6,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.6,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.35,0.65,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.65,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.35,0.7,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.7,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.35,0.75,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.75,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.35,0.8,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.4,0.8,242.0,242.0,False,240,8,4,240,0,15,988,4,8,0.9411764705882353,0.058823529411764705,0.008,0.004,0.0031872509960159364,0.9968127490039841,1255
E2B,0.25,0.45,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.45,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.25,0.5,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.5,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.25,0.55,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.55,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.25,0.6,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.6,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.25,0.65,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.65,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.25,0.7,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.7,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.25,0.75,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.75,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.25,0.8,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.3,0.8,242.1,242.1,False,240,8,5,240,0,15,987,5,8,0.9411764705882353,0.058823529411764705,0.008,0.005,0.00398406374501992,0.9960159362549801,1255
E2B,0.35,0.4,242.4,242.4,False,240,12,0,240,0,15,988,0,12,0.9411764705882353,0.058823529411764705,0.012,0.0,0.0,1.0,1255
E2B,0.25,0.35,242.5,242.5,False,240,12,1,240,0,15,987,1,12,0.9411764705882353,0.058823529411764705,0.012,0.001,0.0007968127490039841,0.999203187250996,1255
E2B,0.3,0.35,242.5,242.5,False,240,12,1,240,0,15,987,1,12,0.9411764705882353,0.058823529411764705,0.012,0.001,0.0007968127490039841,0.999203187250996,1255
E2B,0.25,0.4,242.5,242.5,False,240,12,1,240,0,15,987,1,12,0.9411764705882353,0.058823529411764705,0.012,0.001,0.0007968127490039841,0.999203187250996,1255
E2B,0.3,0.4,242.5,242.5,False,240,12,1,240,0,15,987,1,12,0.9411764705882353,0.058823529411764705,0.012,0.001,0.0007968127490039841,0.999203187250996,1255
E2B,0.25,0.3,242.6,242.6,False,240,13,0,240,0,15,987,0,13,0.9411764705882353,0.058823529411764705,0.013,0.0,0.0,1.0,1255
E2B,0.2,0.95,244.5,245.2,False,240,0,45,240,14,1,955,45,0,0.9411764705882353,0.058823529411764705,0.0,0.045,0.04701195219123506,0.9529880478087649,1255
E2B,0.2,0.85,244.79999999999998,244.85,False,240,3,42,240,1,14,955,42,3,0.9411764705882353,0.058823529411764705,0.003,0.042,0.034262948207171316,0.9657370517928286,1255
E2B,0.2,0.9,244.79999999999998,244.85,False,240,3,42,240,1,14,955,42,3,0.9411764705882353,0.058823529411764705,0.003,0.042,0.034262948207171316,0.9657370517928286,1255
